idPersonne,idKeyWord,dateAssociation,sigleLabo,nomLabo,codePostal,siteWeb
789,16,2023-03-22 12:31:32,PRISME,Laboratoire de Recherche Pluridisciplinaire en Ingénierie des Systèmes et Mécanique Energétique,45072,https://www.google.com/
789,38,2023-03-22 12:31:32,PRISME,Laboratoire de Recherche Pluridisciplinaire en Ingénierie des Systèmes et Mécanique Energétique,45072,https://www.google.com/
789,39,2023-03-22 12:31:32,PRISME,Laboratoire de Recherche Pluridisciplinaire en Ingénierie des Systèmes et Mécanique Energétique,45072,https://www.google.com/
789,56,2023-03-22 12:31:32,PRISME,Laboratoire de Recherche Pluridisciplinaire en Ingénierie des Systèmes et Mécanique Energétique,45072,https://www.google.com/
738,15,2023-03-22 12:32:03,XLIM,XLIM,86962,https://www.google.com/
738,16,2023-03-22 12:32:03,XLIM,XLIM,86962,https://www.google.com/
738,23,2023-03-22 12:32:03,XLIM,XLIM,86962,https://www.google.com/
738,35,2023-03-22 12:32:03,XLIM,XLIM,86962,https://www.google.com/
738,38,2023-03-22 12:32:03,XLIM,XLIM,86962,https://www.google.com/
738,39,2023-03-22 12:32:03,XLIM,XLIM,86962,https://www.google.com/
738,45,2023-03-22 12:32:03,XLIM,XLIM,86962,https://www.google.com/
738,57,2023-03-22 12:32:03,XLIM,XLIM,86962,https://www.google.com/
1210,5,2023-03-22 16:50:31,iCube,"Laboratoire des sciences de l'ingénieur, de l'informatique et de l'imagerie",67412,https://www.google.com/
1210,38,2023-03-22 16:50:31,iCube,"Laboratoire des sciences de l'ingénieur, de l'informatique et de l'imagerie",67412,https://www.google.com/
8106,45,2023-03-24 12:25:43,JRL,Joint Robotics Laboratory,305-8560,https://www.google.com/
7905,34,2023-03-24 17:15:22,IDEMIA,IDEMIA,92400,https://www.google.com/
7905,45,2023-03-24 17:15:22,IDEMIA,IDEMIA,92400,https://www.google.com/
6785,5,2023-03-26 20:25:25,CRIStAL,"Centre de Recherche en Informatique, Signal et Automatique de Lille",59655,https://www.google.com/
6785,7,2023-03-26 20:25:25,CRIStAL,"Centre de Recherche en Informatique, Signal et Automatique de Lille",59655,https://www.google.com/
6785,12,2023-03-26 20:25:25,CRIStAL,"Centre de Recherche en Informatique, Signal et Automatique de Lille",59655,https://www.google.com/
6785,17,2023-03-26 20:25:25,CRIStAL,"Centre de Recherche en Informatique, Signal et Automatique de Lille",59655,https://www.google.com/
6785,44,2023-03-26 20:25:25,CRIStAL,"Centre de Recherche en Informatique, Signal et Automatique de Lille",59655,https://www.google.com/
6785,48,2023-03-26 20:25:25,CRIStAL,"Centre de Recherche en Informatique, Signal et Automatique de Lille",59655,https://www.google.com/
